key_Instrc.keys,key_Instrc.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,key_Instrc2.keys,key_Instrc2.rt,key_resp_L.keys,key_resp_L.rt,consent_resp.keys,consent_resp.rt,key_resp_2.keys,key_resp_2.rt,checksequence.text,Mousetocontinue.x,Mousetocontinue.y,Mousetocontinue.leftButton,Mousetocontinue.midButton,Mousetocontinue.rightButton,Mousetocontinue.time,Mousetocontinue.clicked_name,key_resp_3.keys,key_resp_3.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Experiment_try,Checkmate
,,2,1,2023-06-13_13h28.26.341,FamTaskFinal,2022.2.4,MacIntel,60.53268765,,,,,,,,,,0.088888889,-0.411111111,1.0,0.0,0.0,0.85,endtext,space,0.615,0.0,17.0,17.0,19.0,1.0,C5_Images_EasyPosition6.png,Yes
,,2,1,2023-06-13_13h28.26.341,FamTaskFinal,2022.2.4,MacIntel,60.53268765,,,,,,,,,,0.088888889,-0.411111111,1.0,0.0,0.0,0.427,endtext,space,0.385,0.0,18.0,18.0,6.0,1.0,C2_Images_Replacement4.png,Yes
,,2,1,2023-06-13_13h28.26.341,FamTaskFinal,2022.2.4,MacIntel,60.53268765,,,,,,,,,,0.088888889,-0.411111111,1.0,0.0,0.0,0.36,endtext,space,0.324,0.0,19.0,19.0,38.0,1.0,NC5_Images_EasyPosition5(Nomate)(Reversed).png,no
,,2,1,2023-06-13_13h28.26.341,FamTaskFinal,2022.2.4,MacIntel,60.53268765,,,,,,,,,,0.088888889,-0.411111111,1.0,0.0,0.0,0.362,endtext,space,0.307,0.0,20.0,20.0,15.0,1.0,C4_Images_IvanchukSavchenko(Reversed).png,Yes
,,2,1,2023-06-13_13h28.26.341,FamTaskFinal,2022.2.4,MacIntel,60.53268765,,,,,,,,,,0.088888889,-0.411111111,1.0,0.0,0.0,0.396,endtext,space,0.305,0.0,21.0,21.0,26.0,1.0,NC2_Images_Replacement4(Nomate).png,no
,,2,1,2023-06-13_13h28.26.341,FamTaskFinal,2022.2.4,MacIntel,60.53268765,,,,,,,,,,0.088888889,-0.411111111,1.0,0.0,0.0,0.394,endtext,space,0.32,0.0,22.0,22.0,22.0,1.0,NC1_Images_WinterFriede(Nomate)(Reversed).png,no
,,2,1,2023-06-13_13h28.26.341,FamTaskFinal,2022.2.4,MacIntel,60.53268765,,,,,,,,,,0.088888889,-0.411111111,1.0,0.0,0.0,0.577,endtext,space,0.316,0.0,23.0,23.0,0.0,1.0,C1_Images_Frombeautiful.png,Yes
,,2,1,2023-06-13_13h28.26.341,FamTaskFinal,2022.2.4,MacIntel,60.53268765,,,,,,,,,h4,0.088888889,-0.411111111,1.0,0.0,0.0,1.711,endtext,space,1.708,0.0,24.0,24.0,16.0,1.0,C4_Images_StrekalovskyShaposhlikov.png,Yes
,,2,1,2023-06-13_13h28.26.341,FamTaskFinal,2022.2.4,MacIntel,60.53268765,,,,,,,,,,0.088888889,-0.411111111,1.0,0.0,0.0,0.445,endtext,space,0.542,0.0,25.0,25.0,3.0,1.0,C2_Images_KekhayovPetrov(Reversed).png,Yes
,,2,1,2023-06-13_13h28.26.341,FamTaskFinal,2022.2.4,MacIntel,60.53268765,,,,,,,,,,0.088888889,-0.411111111,1.0,0.0,0.0,0.397,endtext,space,0.732,0.0,26.0,26.0,8.0,1.0,C3_Images_MalininAndreev(Reversed).png,Yes
,,2,1,2023-06-13_13h28.26.341,FamTaskFinal,2022.2.4,MacIntel,60.53268765,,,,,,,,,,0.088888889,-0.411111111,1.0,0.0,0.0,0.327,endtext,space,0.334,0.0,27.0,27.0,35.0,1.0,NC4_Images_IvanchukSavchenko(Nomate)(Reversed).png,no
,,2,1,2023-06-13_13h28.26.341,FamTaskFinal,2022.2.4,MacIntel,60.53268765,,,,,,,,,,0.088888889,-0.411111111,1.0,0.0,0.0,0.327,endtext,space,0.281,0.0,28.0,28.0,29.0,1.0,NC3_Images_PodzerovKuntzevic(Nomate)(Reversed).png,no
,,2,1,2023-06-13_13h28.26.341,FamTaskFinal,2022.2.4,MacIntel,60.53268765,,,,,,,,,,0.088888889,-0.411111111,1.0,0.0,0.0,0.313,endtext,space,0.275,0.0,29.0,29.0,12.0,1.0,C3_Images_Replacement3.png,Yes
,,2,1,2023-06-13_13h28.26.341,FamTaskFinal,2022.2.4,MacIntel,60.53268765,,,,,,,,,,0.088888889,-0.411111111,1.0,0.0,0.0,0.33,endtext,space,0.266,0.0,30.0,30.0,2.0,1.0,C1_Images_WinterFriede(Reversed).png,Yes
,,2,1,2023-06-13_13h28.26.341,FamTaskFinal,2022.2.4,MacIntel,60.53268765,,,,,,,,,,0.088888889,-0.411111111,1.0,0.0,0.0,0.275,endtext,space,0.24,0.0,31.0,31.0,28.0,1.0,NC3_Images_MalininAndreev(Nomate)(Reversed).png,no
,,2,1,2023-06-13_13h28.26.341,FamTaskFinal,2022.2.4,MacIntel,60.53268765,,,,,,,,,,0.088888889,-0.411111111,1.0,0.0,0.0,0.278,endtext,space,0.258,0.0,32.0,32.0,1.0,1.0,C1_Images_SteinitzNN.png,Yes
,,2,1,2023-06-13_13h28.26.341,FamTaskFinal,2022.2.4,MacIntel,60.53268765,,,,,,,,,,0.088888889,-0.411111111,1.0,0.0,0.0,0.28,endtext,space,0.233,0.0,33.0,33.0,4.0,1.0,C2_Images_KrauseMeinhardt.png,Yes
,,2,1,2023-06-13_13h28.26.341,FamTaskFinal,2022.2.4,MacIntel,60.53268765,,,,,,,,,,0.088888889,-0.411111111,1.0,0.0,0.0,0.28,endtext,space,0.257,0.0,34.0,34.0,20.0,1.0,NC1_Images_Frombeautiful(Nomate).png,no
,,2,1,2023-06-13_13h28.26.341,FamTaskFinal,2022.2.4,MacIntel,60.53268765,,,,,,,,,,0.088888889,-0.411111111,1.0,0.0,0.0,0.278,endtext,space,0.288,0.0,35.0,35.0,36.0,1.0,NC4_Images_StrekalovskyShaposhlikov(Nomate).png,no
,,2,1,2023-06-13_13h28.26.341,FamTaskFinal,2022.2.4,MacIntel,60.53268765,,,,,,,,,,0.088888889,-0.411111111,1.0,0.0,0.0,0.296,endtext,space,0.284,0.0,36.0,36.0,27.0,1.0,NC3_Images_KazicVukovic(Nomate)(Reversed).png,no
,,2,1,2023-06-13_13h28.26.341,FamTaskFinal,2022.2.4,MacIntel,60.53268765,,,,,,,,,,0.088888889,-0.411111111,1.0,0.0,0.0,0.291,endtext,space,0.291,0.0,37.0,37.0,9.0,1.0,C3_Images_PodzerovKuntzevic(Reversed).png,Yes
,,2,1,2023-06-13_13h28.26.341,FamTaskFinal,2022.2.4,MacIntel,60.53268765,,,,,,,,,,0.088888889,-0.411111111,1.0,0.0,0.0,0.328,endtext,space,0.272,0.0,38.0,38.0,21.0,1.0,NC1_Images_SteinitzNN(Nomate).png,no
,,2,1,2023-06-13_13h28.26.341,FamTaskFinal,2022.2.4,MacIntel,60.53268765,,,,,,,,,,0.088888889,-0.411111111,1.0,0.0,0.0,0.362,endtext,space,0.268,0.0,39.0,39.0,34.0,1.0,NC4_Images_BrankaWittwer(Nomate)(Reversed).png,no
,,2,1,2023-06-13_13h28.26.341,FamTaskFinal,2022.2.4,MacIntel,60.53268765,,,,,,,,,,,,,,,,,,,,,,,,,
